1,3,Frank John William Goldsmith,1,9,0,2,20.525
1,1,(Edith Martha Bowerman) Chibnall,0,48,0,1,55
0,3,William (Anna Bernhardina Karlsson) Skoog,0,45,1,4,27.9
0,1,John D Baumann,1,60,0,0,25.925
0,3,Lee Ling,1,28,0,0,56.4958
0,1,Wyckoff Van der hoef,1,61,0,0,33.5
0,3,Arthur Rice,1,4,4,1,29.125
1,3,Eleanor Ileen Johnson,0,1,1,1,11.1333
0,3,Antti Wilhelm Sivola,1,21,0,0,7.925
0,1,James Clinch Smith,1,56,0,0,30.6958
0,3,Klas Albin Klasen,1,18,1,1,7.8542
0,3,Henry Forbes Lefebre,1,5,3,1,25.4667
0,1,Ann Elizabeth Isham,0,50,0,0,28.7125
0,2,Reginald Hale,1,30,0,0,13
0,3,Lionel Leonard,1,36,0,0,0
0,3,Constance Gladys Sage,0,8,8,2,69.55
0,2,Rene Pernot,1,39,0,0,15.05
0,3,Clarence Gustaf Hugo Asplund,1,9,4,2,31.3875
1,2,Richard F Becker,1,1,2,1,39
1,3,Luise Gretchen Kink-Heilmann,0,4,0,2,22.025
0,1,Hugh Roscoe Rood,1,39,0,0,50
1,3,Thomas (Johanna Godfrey) O'Brien,0,26,1,0,15.5
1,1,Charles Hallace Romaine,1,45,0,0,26.55
0,3,John Bourke,1,40,1,1,15.5
0,3,Stjepan Turcin,1,36,0,0,7.8958
1,2,(Rosa) Pinsky,0,32,0,0,13
0,2,William Carbines,1,19,0,0,13
1,3,Carla Christine Nielsine Andersen-Jensen,0,19,1,0,7.8542
1,2,Michel M Navratil,1,3,1,1,26
1,1,James Joseph (Margaret Tobin) Brown,0,44,0,0,27.7208
1,1,Elise Lurette,0,58,0,0,146.521
0,3,Robert Mernagh,1,28,0,0,7.75
0,3,Karl Siegwart Andreas Olsen,1,42,0,1,8.4042
1,3,Margaret Madigan,0,21,0,0,7.75
0,2,Henriette Yrois,0,24,0,0,13
0,3,Nestor Cyriel Vande Walle,1,28,0,0,9.5
0,3,Frederick Sage,1,17,8,2,69.55
0,3,Jakob Alfred Johanson,1,34,0,0,6.4958
0,3,Gerious Youseff,1,45,0,0,7.225
1,3,Gurshon Cohen,1,18,0,0,8.05
0,3,Telma Matilda Strom,0,2,0,1,10.4625
0,3,Karl Alfred Backstrom,1,32,1,0,15.85
1,3,Nassef Cassem Albimona,1,26,0,0,18.7875
1,3,Helen Carr,0,16,0,0,7.75
1,1,Henry Blank,1,40,0,0,31
0,3,Ahmed Ali,1,24,0,0,7.05
1,2,Clear Annie Cameron,0,35,0,0,21
0,3,John Henry Perkin,1,22,0,0,7.25
0,2,Hans Kristensen Givard,1,30,0,0,13
0,3,Philip Kiernan,1,22,1,0,7.75
1,1,Madeleine Newell,0,31,1,0,113.275
1,3,Eliina Honkanen,0,27,0,0,7.925
0,2,Sidney Samuel Jacobsohn,1,42,1,0,27
1,1,Albina Bazzani,0,32,0,0,76.2917
0,2,Walter Harris,1,30,0,0,10.5
1,3,Victor Francis Sunderland,1,16,0,0,8.05
0,2,James H Bracken,1,27,0,0,13
0,3,George Henry Green,1,51,0,0,8.05
0,3,Christo Nenkoff,1,22,0,0,7.8958
1,1,Frederick Maxfield Hoyt,1,38,1,0,90
0,3,Karl Ivar Sven Berglund,1,22,0,0,9.35
1,2,William John Mellors,1,19,0,0,10.5
0,3,John Hall Lovell,1,20,0,0,7.25
0,2,Arne Jonas Fahlstrom,1,18,0,0,13
0,3,Mathilde Lefebre,0,12,3,1,25.4667
1,1,Henry Birkhardt (Irene Wallach) Harris,0,35,1,0,83.475
0,3,Bengt Edvin Larsson,1,29,0,0,7.775
0,2,Ernst Adolf Sjostedt,1,59,0,0,13.5
1,3,Lillian Gertrud Asplund,0,5,4,2,31.3875
0,2,Robert William Norman Leyson,1,24,0,0,10.5
0,3,Alice Phoebe Harknett,0,21,0,0,7.55
0,2,Stephen Hold,1,44,1,0,26
1,2,Marjorie Collyer,0,8,0,2,26.25
0,2,Frederick William Pengelly,1,19,0,0,10.5
0,2,George Henry Hunt,1,33,0,0,12.275
0,3,Thamine Zabour,0,19,1,0,14.4542
1,3,Katherine Murphy,0,18,1,0,15.5
0,2,Reginald Charles Coleridge,1,29,0,0,10.5
0,3,Matti Alexanteri Maenpaa,1,22,0,0,7.125
0,3,Sleiman Attalah,1,30,0,0,7.225
0,1,William Edward Minahan,1,44,2,0,90
0,3,Agda Thorilda Viktoria Lindahl,0,25,0,0,7.775
1,2,William (Anna) Hamalainen,0,24,0,2,14.5
1,1,Richard Leonard Beckwith,1,37,1,1,52.5542
0,2,Ernest Courtenay Carter,1,54,1,0,26
0,3,James George Reed,1,18,0,0,7.25
0,3,Wilhelm (Elna Matilda Persson) Strom,0,29,1,1,10.4625
0,1,William Thomas Stead,1,62,0,0,26.55
0,3,William Arthur Lobb,1,30,1,0,16.1
0,3,Viktor (Helena Wilhelmina) Rosblom,0,41,0,2,20.2125
1,3,Darwis (Hanne Youssef Razi) Touma,0,29,0,2,15.2458
1,1,Gertrude Maybelle Thorne,0,38,0,0,79.2
1,1,Gladys Cherry,0,30,0,0,86.5
1,1,Anna Ward,0,35,0,0,512.329
1,2,(Lutie Davis) Parrish,0,50,0,1,26
1,3,Edvin Rojj Felix Asplund,1,3,4,2,31.3875
0,1,Emil Taussig,1,52,1,1,79.65
0,1,William Harrison,1,40,0,0,0
0,3,Delia Henry,0,21,0,0,7.75
0,2,David Reeves,1,36,0,0,10.5
0,3,Ernesti Arvid Panula,1,16,4,1,39.6875
1,3,Ernst Ulrik Persson,1,25,1,0,7.775
1,1,William Thompson (Edith Junkins) Graham,0,58,0,1,153.463
1,1,Amelia Bissette,0,35,0,0,135.633
0,1,Alexander Cairns,1,28,0,0,31
1,3,William Henry Tornquist,1,25,0,0,0
1,2,(Elizabeth Anne Maidment) Mellinger,0,41,0,1,19.5
0,1,Charles H Natsch,1,37,0,1,29.7
1,3,Hanora Healy,0,33,0,0,7.75
1,1,Kornelia Theodosia Andrews,0,63,1,0,77.9583
0,3,Augusta Charlotta Lindblom,0,45,0,0,7.75
0,2,Francis Parkes,1,21,0,0,0
0,3,Eric Rice,1,7,4,1,29.125
1,3,Stanton (Rosa Hunt) Abbott,0,35,1,1,20.25
0,3,Frank Duane,1,65,0,0,7.75
0,3,Nils Johan Goransson Olsson,1,28,0,0,7.8542
0,3,Alfons de Pelsmaeker,1,16,0,0,9.5
1,3,Edward Arthur Dorking,1,19,0,0,8.05
0,1,Richard William Smith,1,57,0,0,26
0,3,Ivan Stankovic,1,33,0,0,8.6625
1,3,Theodore de Mulder,1,30,0,0,9.5
0,3,Penko Naidenoff,1,22,0,0,7.8958
1,2,Masabumi Hosono,1,42,0,0,13
1,3,Kate Connolly,0,22,0,0,7.75
1,1,Ellen Barber,0,26,0,0,78.85
1,1,Dickinson H (Helen Walton) Bishop,0,19,1,0,91.0792
0,2,Rene Jacques Levy,1,36,0,0,12.875
0,3,Aloisia Haas,0,24,0,0,8.85
0,3,Ivan Mineff,1,24,0,0,7.8958
0,1,Ervin G Lewy,1,30,0,0,27.7208
0,3,Mansour Hanna,1,23,0,0,7.2292
0,1,Helen Loraine Allison,0,2,1,2,151.55
1,1,Adolphe Saalfeld,1,47,0,0,30.5
1,1,James (Helene DeLaudeniere Chaput) Baxter,0,50,0,1,247.521
1,3,Anna Katherine Kelly,0,20,0,0,7.75
1,3,Bernard McCoy,1,24,2,0,23.25
0,3,William Cahoone Jr Johnson,1,19,0,0,0
1,2,Nora A Keane,0,46,0,0,12.35
0,3,Howard Hugh Williams,1,28,0,0,8.05
1,1,Hudson Trevor Allison,1,0,1,2,151.55
1,1,Margaret Fleming,0,42,0,0,110.883
1,1,Victor de Satode (Maria Josefa Perez de Soto y Vallejo) Penasco y Castellana,0,17,1,0,108.9
0,2,Samuel Abelson,1,30,1,0,24
1,1,Laura Mabel Francatelli,0,30,0,0,56.9292
1,1,Margaret Bechstein Hays,0,24,0,0,83.1583
1,1,Emily Borie Ryerson,0,18,2,2,262.375
0,2,William (Anna Sylfven) Lahtinen,0,26,1,1,26
0,3,Ignjac Hendekovic,1,28,0,0,7.8958
0,2,Benjamin Hart,1,43,1,1,26.25
1,3,Helmina Josefina Nilsson,0,26,0,0,7.8542
1,2,Sinai (Miriam Sternin) Kantor,0,24,1,0,26
0,2,Ernest Moraweck,1,54,0,0,14
1,1,Mary Natalie Wick,0,31,0,2,164.867
1,1,Frederic Oakley (Margaretta Corning Stone) Spedden,0,40,1,1,134.5
0,3,Samuel Dennis,1,22,0,0,7.25
0,3,Yoto Danoff,1,27,0,0,7.8958
1,2,Hilda Mary Slayter,0,30,0,0,12.35
1,2,Albert Francis (Sylvia Mae Harbaugh) Caldwell,0,22,1,1,29
0,3,George John Jr Sage,1,20,8,2,69.55
1,1,Marie Grice Young,0,36,0,0,135.633
0,3,Johan Hansen Nysveen,1,61,0,0,6.2375
1,2,(Ada E Hall) Ball,0,36,0,0,13
1,3,Frank John (Emily Alice Brown) Goldsmith,0,31,1,1,20.525
1,1,Jean Gertrude Hippach,0,16,0,1,57.9792
1,3,Agnes McCoy,0,28,2,0,23.25
0,1,Austen Partner,1,45,0,0,28.5
0,1,George Edward Graham,1,38,0,1,153.463
0,3,Leo Edmondus Vander Planke,1,16,2,0,18
1,1,Henry William (Clara Heinsheimer) Frauenthal,0,42,1,0,133.65
0,3,Mitto Denkoff,1,30,0,0,7.8958
0,1,Thomas Clinton Pears,1,29,1,0,66.6
1,1,Elizabeth Margaret Burns,0,41,0,0,134.5
1,3,Karl Edwart Dahl,1,45,0,0,8.05
0,1,Stephen Weart Blackwell,1,45,0,0,35.5
1,2,Edmond Roger Navratil,1,2,1,1,26
1,1,Alice Elizabeth Fortune,0,24,3,2,263
0,2,Erik Gustaf Collander,1,28,0,0,13
0,2,Charles Frederick Waddington Sedgwick,1,25,0,0,13
0,2,Stanley Hubert Fox,1,36,0,0,13
1,2,Amelia Brown,0,24,0,0,13
1,2,Marion Elsie Smith,0,40,0,0,13
1,3,Thomas Henry (Mary E Finck) Davison,0,34,1,0,16.1
1,3,William Loch Coutts,1,3,1,1,15.9
0,3,Jovan Dimic,1,42,0,0,8.6625
0,3,Nils Martin Odahl,1,23,0,0,9.225
0,1,Fletcher Fellows Williams-Lambert,1,43,0,0,35
0,3,Tannous Elias,1,15,1,1,7.2292
0,3,Josef Arnold-Franchi,1,25,1,0,17.8
0,3,Wazli Yousif,1,23,0,0,7.225
0,3,Leo Peter Vanden Steen,1,28,0,0,9.5
1,1,Elsie Edith Bowerman,0,22,0,1,55
0,2,Annie Clemmer Funk,0,38,0,0,13
1,3,Mary McGovern,0,22,0,0,7.8792
1,3,Helen Mary Mockler,0,23,0,0,7.8792
0,3,Wilhelm Skoog,1,40,1,4,27.9
0,2,Sebastiano del Carlo,1,29,1,0,27.7208
0,3,(Catherine David) Barbara,0,45,0,1,14.4542
0,3,Adola Asim,1,35,0,0,7.05
0,3,Thomas O'Brien,1,27,1,0,15.5
0,3,Mauritz Nils Martin Adahl,1,30,0,0,7.25
1,1,Frank Manley (Anna Sophia Atkinson) Warren,0,60,1,0,75.25
1,3,(Mantoura Boulos) Moussa,0,35,0,0,7.2292
1,3,Annie Jermyn,0,22,0,0,7.75
1,1,Leontine Pauline Aubart,0,24,0,0,69.3
1,1,George Achilles Harder,1,25,1,0,55.4417
0,3,Jakob Alfred Wiklund,1,18,1,0,6.4958
0,3,William Thomas Beavan,1,19,0,0,8.05
0,1,Sante Ringhini,1,22,0,0,135.633
0,3,Stina Viola Palsson,0,3,3,1,21.075
1,1,Edgar Joseph (Leila Saks) Meyer,0,25,1,0,82.1708
1,3,Aurora Adelia Landergren,0,22,0,0,7.25
0,1,Harry Elkins Widener,1,27,0,2,211.5
0,3,Tannous Betros,1,20,0,0,4.0125
0,3,Karl Gideon Gustafsson,1,19,0,0,7.775
1,1,Rosalie Bidois,0,42,0,0,227.525
1,3,Maria Nakid,0,1,0,2,15.7417
0,3,Juho Tikkanen,1,32,0,0,7.925
1,1,Alexander Oskar (Mary Aline Towner) Holverson,0,35,1,0,52
0,3,Vasil Plotcharsky,1,27,0,0,7.8958
0,2,Charles Henry Davies,1,18,0,0,73.5
0,3,Sidney Leonard Goodwin,1,1,5,2,46.9
1,2,Kate Buss,0,36,0,0,13
0,3,Matthew Sadlier,1,19,0,0,7.7292
1,2,Bertha Lehmann,0,17,0,0,12
1,1,William Ernest Carter,1,36,1,2,120
1,3,Carl Olof Jansson,1,21,0,0,7.7958
0,3,Johan Birger Gustafsson,1,28,2,0,7.925
1,1,Marjorie Newell,0,23,1,0,113.275
1,3,Hjalmar (Agnes Charlotta Bengtsson) Sandstrom,0,24,0,2,16.7
0,3,Erik Johansson,1,22,0,0,7.7958
0,3,Elina Olsson,0,31,0,0,7.8542
0,2,Peter David McKane,1,46,0,0,26
0,2,Alfred Pain,1,23,0,0,10.5
1,2,William H (Jessie L) Trout,0,28,0,0,12.65
1,3,Juha Niskanen,1,39,0,0,7.925
0,3,John Adams,1,26,0,0,8.05
0,3,Mari Aina Jussila,0,21,1,0,9.825
0,3,Pekka Pietari Hakkarainen,1,28,1,0,15.85
0,3,Marija Oreskovic,0,20,0,0,8.6625
0,2,Shadrach Gale,1,34,1,0,21
0,3,Carl/Charles Peter Widegren,1,51,0,0,7.75
1,2,William Rowe Richards,1,3,1,1,18.75
0,3,Hans Martin Monsen Birkeland,1,21,0,0,7.775
0,3,Ida Lefebre,0,3,3,1,25.4667
0,3,Todor Sdycoff,1,42,0,0,7.8958
0,3,Henry Hart,1,27,0,0,6.8583
1,1,Daisy E Minahan,0,33,1,0,90
0,2,Alfred Fleming Cunningham,1,22,0,0,0
1,3,Johan Julian Sundman,1,44,0,0,7.925
0,3,Thomas (Annie Louise Rowley) Meek,0,32,0,0,8.05
1,2,James Vivian (Lulu Thorne Christian) Drew,0,34,1,1,32.5
1,2,Lyyli Karoliina Silven,0,18,0,2,13
0,2,William John Matthews,1,30,0,0,13
0,3,Catharina Van Impe,0,10,0,2,24.15
0,3,David Charters,1,21,0,0,7.7333
0,3,Leo Zimmerman,1,29,0,0,7.875
0,3,Ernst Gilbert (Anna Sigrid Maria Brogren) Danbom,0,28,1,1,14.4
0,3,Viktor Richard Rosblom,1,18,1,1,20.2125
0,3,Phillippe Wiseman,1,54,0,0,7.25
1,2,Charles V (Ada Maria Winfield) Clarke,0,28,1,0,26
1,2,Kate Florence Phillips,0,19,0,0,26
0,3,James Flynn,1,28,0,0,7.75
1,3,Berk (Berk Trembisky) Pickard,1,32,0,0,8.05
1,1,Mauritz Hakan Bjornstrom-Steffansson,1,28,0,0,26.55
1,3,Percival (Florence Kate White) Thorneycroft,0,33,1,0,16.1
1,2,Charles Alexander (Alice Adelaide Slow) Louch,0,42,1,0,26
0,3,Nikolai Erland Kallio,1,17,0,0,7.125
0,1,William Baird Silvey,1,50,1,0,55.9
1,1,Lucile Polk Carter,0,14,1,2,120
0,3,Doolina Margaret Ford,0,21,2,2,34.375
1,2,Sidney (Emily Hocking) Richards,0,24,2,3,18.75
0,1,Mark Fortune,1,64,1,4,263
0,2,Johan Henrik Johannesson Kvillner,1,31,0,0,10.5
1,2,Benjamin (Esther Ada Bloomfield) Hart,0,45,1,1,26.25
0,3,Leon Hampe,1,20,0,0,9.5
0,3,Johan Emil Petterson,1,25,1,0,7.775
1,2,Encarnacion Reynaldo,0,28,0,0,13
1,3,Bernt Johannesen-Bratthammer,1,29,0,0,8.1125
1,1,Washington Dodge,1,4,0,2,81.8583
1,2,Madeleine Violet Mellinger,0,13,0,1,19.5
1,1,Frederic Kimber Seward,1,34,0,0,26.55
1,3,Marie Catherine Baclini,0,5,2,1,19.2583
1,1,Arthur Godfrey Peuchen,1,52,0,0,30.5
0,2,Edwy Arthur West,1,36,1,2,27.75
0,3,Ingvald Olai Olsen Hagland,1,28,1,0,19.9667
0,1,Benjamin Laventall Foreman,1,30,0,0,27.75
1,1,Samuel L Goldenberg,1,49,1,0,89.1042
0,3,Joseph Peduzzi,1,24,0,0,8.05
1,3,Ivan Jalsevac,1,29,0,0,7.8958
0,1,Francis Davis Millet,1,65,0,0,26.55
1,1,Frederick R (Marion) Kenyon,0,41,1,0,51.8625
1,2,Ellen Toomey,0,50,0,0,10.5
0,3,Maurice O'Connor,1,17,0,0,7.75
1,1,Harry Anderson,1,48,0,0,26.55
0,3,William Morley,1,34,0,0,8.05
0,1,Arthur H Gee,1,47,0,0,38.5
0,2,Jacob Christian Milling,1,48,0,0,13
0,3,Simon Maisner,1,34,0,0,8.05
0,3,Manuel Estanslas Goncalves,1,38,0,0,7.05
0,2,William Campbell,1,21,0,0,0
0,1,John Montgomery Smart,1,56,0,0,26.55
0,3,James Scanlan,1,22,0,0,7.725
1,3,Helene Barbara Baclini,0,0,2,1,19.2583
0,3,Arthur Keefe,1,39,0,0,7.25
0,3,Luka Cacic,1,38,0,0,8.6625
1,2,Edwy Arthur (Ada Mary Worth) West,0,33,1,2,27.75
1,2,Amin S (Marie Marthe Thuillard) Jerwan,0,23,0,0,13.7917
0,3,Ida Sofia Strandberg,0,22,0,0,9.8375
0,1,George Quincy Clifford,1,40,0,0,52
0,2,Peter Henry Renouf,1,34,1,0,21
0,3,Lewis Richard Braund,1,29,1,0,7.0458
0,3,Nils August Karlsson,1,22,0,0,7.5208
1,3,Hildur E Hirvonen,0,2,0,1,12.2875
0,3,Harold Victor Goodwin,1,9,5,2,46.9
0,2,Anthony Wood Frost,1,37,0,0,0
0,3,Richard Henry Rouse,1,50,0,0,8.05
1,3,(Hedwig) Turkula,0,63,0,0,9.5875
1,1,Dickinson H Bishop,1,25,1,0,91.0792
0,3,Jeannie Lefebre,0,8,3,1,25.4667
1,1,Frederick Maxfield (Jane Anne Forby) Hoyt,0,35,1,0,90
0,1,Edward Austin Kent,1,58,0,0,29.7
0,3,Francis William Somerton,1,30,0,0,8.05
1,3,Eden Leslie Coutts,1,9,1,1,15.9
0,3,Konrad Mathias Reiersen Hagland,1,19,1,0,19.9667
0,3,Einar Windelov,1,21,0,0,7.25
0,1,Harry Markland Molson,1,55,0,0,30.5
0,1,Ramon Artagaveytia,1,71,0,0,49.5042
0,3,Edward Roland Stanley,1,21,0,0,8.05
0,3,Gerious Yousseff,1,26,0,0,14.4583
1,1,Elizabeth Mussey Eustis,0,54,1,0,78.2667
0,3,Frederick William Shellard,1,55,0,0,15.1
0,1,Hudson J C (Bessie Waldo Daniels) Allison,0,25,1,2,151.55
